timestamp,imagen,duracion_s,ram_used_MB,Volt,Curr,power
2025-07-10 00:25:06,000380.jpg,0.666,3641692,5096,984,5014
2025-07-10 00:25:10,000381.jpg,0.585,3656660,5104,920,4695
2025-07-10 00:25:13,000382.jpg,0.254,3636172,5104,960,4899
2025-07-10 00:25:17,000383.jpg,0.968,3627528,5112,904,4621
2025-07-10 00:25:21,000384.jpg,0.546,3649768,5120,816,4177
2025-07-10 00:25:25,000385.jpg,1.403,3665192,5104,928,4736
2025-07-10 00:25:28,000386.jpg,0.263,3667856,5096,992,5055
2025-07-10 00:25:31,000387.jpg,2.283,3629596,5128,776,3979
2025-07-10 00:25:36,000388.jpg,0.233,3664700,5104,920,4736
2025-07-10 00:25:39,000389.jpg,0.393,3664872,5128,768,3938
2025-07-10 00:25:43,000390.jpg,0.795,3675360,5096,992,5055
2025-07-10 00:25:45,000391.jpg,0.938,3633884,5104,936,4777
2025-07-10 00:25:49,000392.jpg,1.453,3653344,5128,760,3897
2025-07-10 00:25:54,000393.jpg,0.201,3667652,5104,904,4621
2025-07-10 00:25:57,000394.jpg,1.799,3649428,5104,936,4777
2025-07-10 00:26:00,000395.jpg,0.846,3673792,5112,904,4621
2025-07-10 00:26:04,000396.jpg,0.41,3633964,5112,856,4375
2025-07-10 00:26:08,000397.jpg,1.234,3626488,5104,928,4736
2025-07-10 00:26:11,000398.jpg,0.181,3676932,5112,904,4621
2025-07-10 00:26:16,000399.jpg,1.54,3659532,5104,944,4818
2025-07-10 00:26:18,000400.jpg,0.108,3634572,5104,920,4695
2025-07-10 00:26:21,000401.jpg,2.113,3661520,5128,792,4096
2025-07-10 00:26:26,000402.jpg,1.063,3641588,5120,800,4096
2025-07-10 00:26:31,000403.jpg,1.548,3665928,5104,952,4859
2025-07-10 00:26:34,000404.jpg,1.865,3659076,5120,784,4014
2025-07-10 00:26:39,000405.jpg,0.289,3664264,5104,920,4654
2025-07-10 00:26:42,000406.jpg,0.345,3659076,5112,872,4457
2025-07-10 00:26:47,000407.jpg,1.096,3635384,5120,816,4177
2025-07-10 00:26:50,000408.jpg,1.936,3661136,5112,904,4662
2025-07-10 00:26:53,000409.jpg,0.202,3664112,5104,912,4654
2025-07-10 00:26:57,000410.jpg,1.717,3667896,5104,968,4940
2025-07-10 00:27:00,000411.jpg,0.312,3649152,5112,888,4580
2025-07-10 00:27:05,000412.jpg,0.719,3648192,5112,880,4498
2025-07-10 00:27:08,000413.jpg,1.849,3639532,5128,776,3979
2025-07-10 00:27:13,000414.jpg,1.197,3669504,5112,912,4662
2025-07-10 00:27:16,000415.jpg,1.701,3662292,5104,912,4654
2025-07-10 00:27:19,000416.jpg,1.975,3662512,5120,792,4055
2025-07-10 00:27:23,000417.jpg,1.01,3679816,5120,800,4102
2025-07-10 00:27:26,000418.jpg,0.528,3641680,5128,768,3938
2025-07-10 00:27:29,000419.jpg,0.48,3636476,5104,928,4736
2025-07-10 00:27:32,000420.jpg,2.245,3657980,5128,792,4061
2025-07-10 00:27:37,000421.jpg,0.277,3658660,5104,920,4695
2025-07-10 00:27:41,000422.jpg,2.0,3651996,5112,912,4695
2025-07-10 00:27:46,000423.jpg,1.071,3686000,5104,944,4818
2025-07-10 00:27:49,000424.jpg,1.988,3637160,5120,808,4136
2025-07-10 00:27:56,000425.jpg,0.242,3655280,5120,792,4055
2025-07-10 00:28:00,000426.jpg,0.196,3649208,5104,936,4736
2025-07-10 00:28:02,000427.jpg,3.602,3687512,5104,928,4736
2025-07-10 00:28:07,000428.jpg,1.601,3643492,5104,920,4695
2025-07-10 00:28:11,000429.jpg,2.559,3639268,5120,800,4096
2025-07-10 00:28:15,000430.jpg,0.551,3645900,5104,960,4859
2025-07-10 00:28:19,000431.jpg,1.215,3645052,5120,824,4218
2025-07-10 00:28:23,000432.jpg,2.104,3661200,5120,840,4300
2025-07-10 00:28:29,000433.jpg,0.851,3641208,5112,880,4498
2025-07-10 00:28:32,000434.jpg,0.423,3649220,5112,904,4621
2025-07-10 00:28:36,000435.jpg,0.314,3651940,5128,792,4061
2025-07-10 00:28:39,000436.jpg,0.398,3663888,5104,920,4695
2025-07-10 00:28:43,000437.jpg,1.48,3634048,5104,912,4654
2025-07-10 00:28:46,000438.jpg,1.192,3666056,5120,848,4341
2025-07-10 00:28:51,000439.jpg,0.461,3669204,5104,920,4695
2025-07-10 00:28:54,000440.jpg,0.66,3658748,5128,784,4020
2025-07-10 00:28:59,000441.jpg,0.72,3675732,5104,960,4899
2025-07-10 00:29:01,000442.jpg,0.17,3632960,5104,920,4695
2025-07-10 00:29:05,000443.jpg,0.235,3657748,5112,872,4457
2025-07-10 00:29:11,000444.jpg,1.384,3670892,5104,952,4899
2025-07-10 00:29:14,000445.jpg,0.291,3660932,5128,768,3938
2025-07-10 00:29:20,000446.jpg,0.209,3640324,5104,928,4736
2025-07-10 00:29:22,000447.jpg,2.959,3655008,5120,800,4096
2025-07-10 00:29:28,000448.jpg,1.84,3655004,5104,936,4777
2025-07-10 00:29:31,000449.jpg,0.52,3649160,5128,768,3938
2025-07-10 00:29:37,000450.jpg,1.573,3690264,5104,936,4777
2025-07-10 00:29:40,000451.jpg,0.745,3664364,5104,928,4736
2025-07-10 00:29:44,000452.jpg,2.347,3641496,5112,904,4621
2025-07-10 00:29:48,000453.jpg,1.724,3647888,5112,864,4416
2025-07-10 00:29:54,000454.jpg,2.372,3681572,5104,928,4695
2025-07-10 00:29:58,000455.jpg,3.005,3670296,5128,776,3979
2025-07-10 00:30:07,000456.jpg,1.13,3696964,5112,912,4662
